MINE,DEPT_EN_DESC,ROBJ_EN_NM,AGRG_PYMT_AMT
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,239707
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,254599
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,187566
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,235760
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,238601
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,204036
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,190559
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,316953
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,121003
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,215251
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,262502
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,394506
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,214065
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,132120
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,101275
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,226144
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,226424
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,284693
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,213310
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,217316
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,389752
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,269423
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,252415
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,242907
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,190244
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,315302
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,191243
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,396819
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,104795
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,331291
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,471081
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,175707
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,189354
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,253143
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,233594
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,226115
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Interpretation and Translation Services,0
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Informatics Services,647034
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Informatics Services,225763
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Informatics Services,1413828
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Informatics Services,3331939
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Informatics Services,401793
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Informatics Services,0
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Interpretation and Translation Services,3734948
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Interpretation and Translation Services,483844
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Informatics Services,255276
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Informatics Services,1012273
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Informatics Services,341655
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Management Consulting,1286121
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Informatics Services,386790
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Informatics Services,116174
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Informatics Services,860724
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Informatics Services,560255
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Informatics Services,388386
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Informatics Services,543367
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Informatics Services,200000
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Informatics Services,4504663
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Informatics Services,361584
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Informatics Services,5694287
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Informatics Services,188955
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Informatics Services,453583
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Informatics Services,532786
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Informatics Services,460560
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Informatics Services,131827
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Informatics Services,326113
